date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:01:30	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%22e39a7-2748-5333ff613c400%22	http://dinsonkadudhus.com/demo/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/viit/dinsonkadudhus.com/demo/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://dinsonkadudhus.com/demo/wordpress-responsive-crossword-puzzle-game/)
15:01:31	2173/2173	---M--	200	added ('OK')	application/javascript	etag:%22e34eb-87d-5826309f55700%22	http://dinsonkadudhus.com/demo/wp-content/plugins/google_mapped_testimonial/js/map.js?ver=5.0.11	C:/My%20Web%20Sites/viit/dinsonkadudhus.com/demo/wp-content/plugins/google_mapped_testimonial/js/map3a40.js	(from http://dinsonkadudhus.com/demo/wordpress-responsive-crossword-puzzle-game/)
15:01:31	7582/7582	---M--	200	added ('OK')	application/javascript	etag:%22e34ce-1d9e-5826165635300%22	http://dinsonkadudhus.com/demo/wp-content/plugins/crossword/js/crossword-frontend.js?ver=5.0.11	C:/My%20Web%20Sites/viit/dinsonkadudhus.com/demo/wp-content/plugins/crossword/js/crossword-frontend3a40.js	(from http://dinsonkadudhus.com/demo/wordpress-responsive-crossword-puzzle-game/)
15:01:32	1403/1403	---M--	200	added ('OK')	application/javascript	etag:%22e3920-57b-577ec029723c0%22	http://dinsonkadudhus.com/demo/wp-includes/js/wp-embed.min.js?ver=5.0.11	C:/My%20Web%20Sites/viit/dinsonkadudhus.com/demo/wp-includes/js/wp-embed.min3a40.js	(from http://dinsonkadudhus.com/demo/wordpress-responsive-crossword-puzzle-game/)
15:01:32	8826/8826	---M--	200	added ('OK')	application/javascript	etag:%22e352e-227a-582641e1b4f40%22	http://dinsonkadudhus.com/demo/wp-content/plugins/snakeladder/js/system.js?ver=5.0.11	C:/My%20Web%20Sites/viit/dinsonkadudhus.com/demo/wp-content/plugins/snakeladder/js/system3a40.js	(from http://dinsonkadudhus.com/demo/wordpress-responsive-crossword-puzzle-game/)
15:01:34	6733/6733	---M--	200	added ('OK')	image/png	etag:%22e34ae-1a4d-5a28791906f80%22	http://dinsonkadudhus.com/demo/wp-content/plugins/covid_19_info_bar/images/covid-alert-icon.png	C:/My%20Web%20Sites/viit/dinsonkadudhus.com/demo/wp-content/plugins/covid_19_info_bar/images/covid-alert-icon.png	(from http://dinsonkadudhus.com/demo/wp-content/plugins/covid_19_info_bar/css/frontend.css?ver=5.0.11)
15:01:34	24684/24684	---M--	200	added ('OK')	application/javascript	etag:%22e352d-606c-582641e1b4f40%22	http://dinsonkadudhus.com/demo/wp-content/plugins/snakeladder/js/snakeladder.js?ver=5.0.11	C:/My%20Web%20Sites/viit/dinsonkadudhus.com/demo/wp-content/plugins/snakeladder/js/snakeladder3a40.js	(from http://dinsonkadudhus.com/demo/wordpress-responsive-crossword-puzzle-game/)
15:01:35	4015/4015	---M--	200	added ('OK')	image/png	etag:%22e34cb-faf-5826165635300%22	http://dinsonkadudhus.com/demo/wp-content/plugins/crossword/images/wrong-bg.png	C:/My%20Web%20Sites/viit/dinsonkadudhus.com/demo/wp-content/plugins/crossword/images/wrong-bg.png	(from http://dinsonkadudhus.com/demo/wp-content/plugins/crossword/css/crossword-frontend.css?ver=5.0.11)
15:01:35	2916/2916	---M--	200	added ('OK')	image/png	etag:%22e34c9-b64-5826165635300%22	http://dinsonkadudhus.com/demo/wp-content/plugins/crossword/images/tick.png	C:/My%20Web%20Sites/viit/dinsonkadudhus.com/demo/wp-content/plugins/crossword/images/tick.png	(from http://dinsonkadudhus.com/demo/wp-content/plugins/crossword/css/crossword-frontend.css?ver=5.0.11)
15:01:36	5857/5857	---M--	200	added ('OK')	image/png	etag:%22e34c2-16e1-5826165635300%22	http://dinsonkadudhus.com/demo/wp-content/plugins/crossword/images/crossword-login-bg.png	C:/My%20Web%20Sites/viit/dinsonkadudhus.com/demo/wp-content/plugins/crossword/images/crossword-login-bg.png	(from http://dinsonkadudhus.com/demo/wp-content/plugins/crossword/css/crossword-frontend.css?ver=5.0.11)
15:01:36	6494/6494	---M--	200	added ('OK')	image/gif	etag:%22e3516-195e-582641e1b4f40%22	http://dinsonkadudhus.com/demo/wp-content/plugins/snakeladder/images/loader.gif	C:/My%20Web%20Sites/viit/dinsonkadudhus.com/demo/wp-content/plugins/snakeladder/images/loader.gif	(from http://dinsonkadudhus.com/demo/wp-content/plugins/snakeladder/css/style.css?ver=5.0.11)
15:01:39	96874/96874	---M--	200	added ('OK')	application/javascript	etag:%22e39ad-17a6a-591cbf2f3b600%22	http://dinsonkadudhus.com/demo/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/viit/dinsonkadudhus.com/demo/wp-includes/js/jquery/jqueryb8ff.js	(from http://dinsonkadudhus.com/demo/wordpress-responsive-crossword-puzzle-game/)
15:01:42	131454/131454	---M--	200	added ('OK')	image/jpeg	etag:%22e34af-2017e-5a28791be3640%22	http://dinsonkadudhus.com/demo/wp-content/plugins/covid_19_info_bar/images/covid-bg.jpg	C:/My%20Web%20Sites/viit/dinsonkadudhus.com/demo/wp-content/plugins/covid_19_info_bar/images/covid-bg.jpg	(from http://dinsonkadudhus.com/demo/wp-content/plugins/covid_19_info_bar/css/frontend.css?ver=5.0.11)
